Year,State,Month,Heating_deg_days,Cooling_deg_days
1999,MO,11,412,7
2000,MO,11,773,0
2001,MO,11,425,6
2002,MO,11,708,0
2003,MO,11,585,0
2004,MO,11,537,0
2005,MO,11,552,0
2006,MO,11,562,0
2007,MO,11,612,0
2008,MO,11,651,0
2009,MO,11,471,2
2010,MO,11,572,0
2011,MO,11,540,0
2012,MO,11,610,0
2013,MO,11,713,0
2014,MO,11,831,0
2015,MO,11,495,0
2016,MO,11,437,5
2017,MO,11,587,0
2018,MO,11,842,0
1989,MT,11,954,0
1990,MT,11,957,0
1991,MT,11,1137,0
1992,MT,11,1082,0
1993,MT,11,1206,0
1994,MT,11,1158,0
1995,MT,11,977,0
1996,MT,11,1206,0
1997,MT,11,1036,0
1998,MT,11,958,0
1999,MT,11,794,0
2000,MT,11,1270,0
2001,MT,11,873,0
2002,MT,11,961,0
2003,MT,11,1208,0
2004,MT,11,961,0
2005,MT,11,987,0
2006,MT,11,1038,0
2007,MT,11,1012,0
2008,MT,11,876,0
2009,MT,11,930,0
2010,MT,11,1147,0
2011,MT,11,1063,0
2012,MT,11,953,0
2013,MT,11,1018,0
2014,MT,11,1161,0
2015,MT,11,1074,0
2016,MT,11,797,0
2017,MT,11,1015,0
2018,MT,11,1039,0
1989,NE,11,839,0
1990,NE,11,700,0
1991,NE,11,1048,0
1992,NE,11,952,0
1993,NE,11,947,0
1994,NE,11,761,0
1995,NE,11,891,0
1996,NE,11,1024,0
1997,NE,11,893,0
1998,NE,11,690,0
1999,NE,11,568,0
2000,NE,11,1039,0
2001,NE,11,537,0
2002,NE,11,828,0
2003,NE,11,861,0
2004,NE,11,732,0
2005,NE,11,693,0
2006,NE,11,781,0
2007,NE,11,754,0
2008,NE,11,773,0
2009,NE,11,639,0
2010,NE,11,803,0
2011,NE,11,771,0
2012,NE,11,723,0
2013,NE,11,848,0
2014,NE,11,970,0
2015,NE,11,666,0
2016,NE,11,586,0
2017,NE,11,759,0
2018,NE,11,961,0
1989,NV,11,418,7
1990,NV,11,473,4
1991,NV,11,473,0
1992,NV,11,568,0
1993,NV,11,587,0
1994,NV,11,694,0
1995,NV,11,317,17
1996,NV,11,437,5
1997,NV,11,441,4
1998,NV,11,493,0
1999,NV,11,353,11
2000,NV,11,631,0
2001,NV,11,406,7
2002,NV,11,439,6
2003,NV,11,582,0
2004,NV,11,551,0
2005,NV,11,403,8
2006,NV,11,431,7
2007,NV,11,369,13
2008,NV,11,355,12
2009,NV,11,424,7
2010,NV,11,519,0
2011,NV,11,536,0
2012,NV,11,374,10
2013,NV,11,438,4
2014,NV,11,417,7
2015,NV,11,565,0
2016,NV,11,374,10
2017,NV,11,332,17
2018,NV,11,472,4
1989,NH,11,917,0
1990,NH,11,804,0
1991,NH,11,821,0
1992,NH,11,936,0
1993,NH,11,874,0
1994,NH,11,751,0
1995,NH,11,951,0
1996,NH,11,967,0
1997,NH,11,930,0
1998,NH,11,832,0
1999,NH,11,701,0
2000,NH,11,834,0
2001,NH,11,753,0
2002,NH,11,916,0
2003,NH,11,790,0
2004,NH,11,836,0
2005,NH,11,825,0
2006,NH,11,690,0
2007,NH,11,905,0
2008,NH,11,855,0
2009,NH,11,715,0
2010,NH,11,829,0
2011,NH,11,717,0
2012,NH,11,883,0
2013,NH,11,919,0
2014,NH,11,904,0
2015,NH,11,727,0
2016,NH,11,783,0
2017,NH,11,869,0
2018,NH,11,977,0
1989,NJ,11,670,0
1990,NJ,11,563,0
1991,NJ,11,616,0
1992,NJ,11,650,0
1993,NJ,11,647,0
1994,NJ,11,505,0
1995,NJ,11,748,0
1996,NJ,11,762,0
1997,NJ,11,703,0
1998,NJ,11,621,0
1999,NJ,11,507,0
2000,NJ,11,670,0
2001,NJ,11,500,0
2002,NJ,11,667,0
2003,NJ,11,508,0
2004,NJ,11,571,0
2005,NJ,11,544,0
2006,NJ,11,476,0
2007,NJ,11,661,0
2008,NJ,11,650,0
2009,NJ,11,485,0
2010,NJ,11,612,0
2011,NJ,11,500,0
2012,NJ,11,715,0
2013,NJ,11,677,0
2014,NJ,11,706,0
2015,NJ,11,474,0
2016,NJ,11,560,0
2017,NJ,11,636,0
2018,NJ,11,690,0
1989,NM,11,619,0
1990,NM,11,614,0
1991,NM,11,721,0
1992,NM,11,792,0
1993,NM,11,723,0
1994,NM,11,658,0
1995,NM,11,530,0
1996,NM,11,609,0
1997,NM,11,668,0
1998,NM,11,562,0
1999,NM,11,505,0
2000,NM,11,812,0
2001,NM,11,562,0
2002,NM,11,657,0
2003,NM,11,593,0
2004,NM,11,683,0
2005,NM,11,577,0
2006,NM,11,565,0
2007,NM,11,544,0
2008,NM,11,596,0
2009,NM,11,582,0
2010,NM,11,672,0
2011,NM,11,632,0
2012,NM,11,539,0
2013,NM,11,647,0
2014,NM,11,651,0
2015,NM,11,625,0
2016,NM,11,533,0
2017,NM,11,420,2
2018,NM,11,692,0
1989,NY,11,746,0
1990,NY,11,640,0
1991,NY,11,695,0
1992,NY,11,741,0
1993,NY,11,729,0
1994,NY,11,580,0
1995,NY,11,814,0
1996,NY,11,837,0
1997,NY,11,782,0
1998,NY,11,683,0
1999,NY,11,576,0
2000,NY,11,740,0
2001,NY,11,553,0
2002,NY,11,738,0
2003,NY,11,614,0
2004,NY,11,666,0
2005,NY,11,619,0
2006,NY,11,555,0
2007,NY,11,741,0
2008,NY,11,725,0
2009,NY,11,569,0
2010,NY,11,680,0
2011,NY,11,552,0
2012,NY,11,760,0
2013,NY,11,766,0
2014,NY,11,756,0
2015,NY,11,547,0
2016,NY,11,618,0
2017,NY,11,713,0
2018,NY,11,785,0
1989,NC,11,435,2
1990,NC,11,375,2
1991,NC,11,499,0
1992,NC,11,428,2
1993,NC,11,448,1
1994,NC,11,346,6
1995,NC,11,573,0
1996,NC,11,588,0
1997,NC,11,550,0
1998,NC,11,397,2
1999,NC,11,321,7
2000,NC,11,522,0
2001,NC,11,313,8
2002,NC,11,507,0
2003,NC,11,290,10
2004,NC,11,365,3
2005,NC,11,391,2
2006,NC,11,409,2
2007,NC,11,465,0
2008,NC,11,535,0
2009,NC,11,376,3
2010,NC,11,454,0
2011,NC,11,382,3
2012,NC,11,560,0
2013,NC,11,521,0
2014,NC,11,576,0
2015,NC,11,330,6
2016,NC,11,396,1
2017,NC,11,448,0
2018,NC,11,510,0
1989,ND,11,1198,0
1990,ND,11,1053,0
1991,ND,11,1309,0
1992,ND,11,1179,0
1993,ND,11,1227,0
1994,ND,11,1052,0
1995,ND,11,1307,0
1996,ND,11,1503,0
1997,ND,11,1203,0
1998,ND,11,1096,0
1999,ND,11,840,0
2000,ND,11,1278,0
2001,ND,11,832,0
2002,ND,11,1086,0
2003,ND,11,1350,0
2004,ND,11,955,0
2005,ND,11,1013,0
2006,ND,11,1098,0
2007,ND,11,1078,0
2008,ND,11,1069,0
2009,ND,11,859,0
2010,ND,11,1132,0
2011,ND,11,1033,0
2012,ND,11,1133,0
2013,ND,11,1170,0
2014,ND,11,1344,0
2015,ND,11,971,0
2016,ND,11,770,0
2017,ND,11,1168,0
2018,ND,11,1282,0
1989,OH,11,748,0
1990,OH,11,589,0
1991,OH,11,776,0
1992,OH,11,690,0
1993,OH,11,714,0
1994,OH,11,560,0
1995,OH,11,862,0
1996,OH,11,882,0
1997,OH,11,787,0
1998,OH,11,633,0
1999,OH,11,567,0
2000,OH,11,751,0
2001,OH,11,507,0
2002,OH,11,743,0
2003,OH,11,558,0
2004,OH,11,600,0
2005,OH,11,623,0
2006,OH,11,627,0
2007,OH,11,697,0
2008,OH,11,753,0
2009,OH,11,569,0
2010,OH,11,692,0
2011,OH,11,542,0
2012,OH,11,762,0
2013,OH,11,785,0
2014,OH,11,850,0
2015,OH,11,532,0
2016,OH,11,575,0
2017,OH,11,700,0
2018,OH,11,835,0
1989,OK,11,422,1
1990,OK,11,334,10
1991,OK,11,611,0
1992,OK,11,559,0
1993,OK,11,624,0
1994,OK,11,430,1
1995,OK,11,488,0
1996,OK,11,580,0
1997,OK,11,564,0
1998,OK,11,371,7
1999,OK,11,264,19
2000,OK,11,642,0
2001,OK,11,323,11
2002,OK,11,524,0
2003,OK,11,429,2
2004,OK,11,425,1
2005,OK,11,369,7
2006,OK,11,414,1
2007,OK,11,412,1
2008,OK,11,441,1
2009,OK,11,336,9
2010,OK,11,416,3
2011,OK,11,437,1
2012,OK,11,389,5
2013,OK,11,543,0
2014,OK,11,617,0
2015,OK,11,400,3
2016,OK,11,288,15
2017,OK,11,362,8
2018,OK,11,606,0
1989,OR,11,606,0
1990,OR,11,644,0
1991,OR,11,614,0
1992,OR,11,659,0
1993,OR,11,793,0
1994,OR,11,823,0
1995,OR,11,517,0
1996,OR,11,639,0
1997,OR,11,571,0
1998,OR,11,637,0
1999,OR,11,541,0
2000,OR,11,763,0
2001,OR,11,599,0
2002,OR,11,581,0
2003,OR,11,738,0
2004,OR,11,663,0
2005,OR,11,694,0
2006,OR,11,664,0
2007,OR,11,667,0
2008,OR,11,555,0
2009,OR,11,659,0
2010,OR,11,692,0
2011,OR,11,695,0
2012,OR,11,597,0
2013,OR,11,645,0
2014,OR,11,640,0
2015,OR,11,706,0
2016,OR,11,516,0
2017,OR,11,641,0
2018,OR,11,608,0
1989,PA,11,746,0
1990,PA,11,619,0
1991,PA,11,716,0
1992,PA,11,700,0
1993,PA,11,710,0
1994,PA,11,571,0
1995,PA,11,841,0
1996,PA,11,852,0
1997,PA,11,781,0
1998,PA,11,665,0
1999,PA,11,563,0
2000,PA,11,751,0
2001,PA,11,543,0
2002,PA,11,733,0
2003,PA,11,563,0
2004,PA,11,615,0
2005,PA,11,613,0
2006,PA,11,574,0
2007,PA,11,723,0
2008,PA,11,731,0
2009,PA,11,555,0
2010,PA,11,684,0
2011,PA,11,564,0
2012,PA,11,780,0
2013,PA,11,771,0
2014,PA,11,796,0
2015,PA,11,541,0
2016,PA,11,629,0
2017,PA,11,721,0
2018,PA,11,788,0
1989,RI,11,720,0
1990,RI,11,606,0
1991,RI,11,648,0
1992,RI,11,717,0
1993,RI,11,669,0
1994,RI,11,549,0
1995,RI,11,753,0
1996,RI,11,789,0
1997,RI,11,744,0
1998,RI,11,672,0
1999,RI,11,555,0
2000,RI,11,684,0
2001,RI,11,543,0
2002,RI,11,702,0
2003,RI,11,594,0
2004,RI,11,675,0
2005,RI,11,597,0
2006,RI,11,519,0
2007,RI,11,717,0
2008,RI,11,690,0
2009,RI,11,516,0
2010,RI,11,651,0
2011,RI,11,516,0
2012,RI,11,720,0
2013,RI,11,711,0
2014,RI,11,708,0
2015,RI,11,537,0
2016,RI,11,597,0
2017,RI,11,660,0
2018,RI,11,720,0
1989,SC,11,323,8
1990,SC,11,287,12
1991,SC,11,422,1
1992,SC,11,328,9
1993,SC,11,350,6
1994,SC,11,255,19
1995,SC,11,460,1
1996,SC,11,454,1
1997,SC,11,453,1
1998,SC,11,258,19
1999,SC,11,254,16
2000,SC,11,405,2
2001,SC,11,215,27
2002,SC,11,407,2
2003,SC,11,222,24
2004,SC,11,276,14
2005,SC,11,300,11
2006,SC,11,337,6
2007,SC,11,355,6
2008,SC,11,449,1
2009,SC,11,300,10
2010,SC,11,345,6
2011,SC,11,308,9
2012,SC,11,432,1
2013,SC,11,417,2
2014,SC,11,479,0
2015,SC,11,243,22
2016,SC,11,297,11
2017,SC,11,333,7
2018,SC,11,412,3
1989,SD,11,995,0
1990,SD,11,851,0
1991,SD,11,1159,0
1992,SD,11,1065,0
1993,SD,11,1094,0
1994,SD,11,907,0
1995,SD,11,1062,0
1996,SD,11,1250,0
1997,SD,11,1056,0
1998,SD,11,864,0
1999,SD,11,668,0
2000,SD,11,1212,0
2001,SD,11,697,0
2002,SD,11,930,0
2003,SD,11,1074,0
2004,SD,11,844,0
2005,SD,11,835,0
2006,SD,11,924,0
2007,SD,11,897,0
2008,SD,11,914,0
2009,SD,11,743,0
2010,SD,11,960,0
2011,SD,11,902,0
2012,SD,11,892,0
2013,SD,11,982,0
2014,SD,11,1169,0
2015,SD,11,841,0
2016,SD,11,687,0
2017,SD,11,905,0
2018,SD,11,1079,0
1989,TN,11,504,0
1990,TN,11,402,4
1991,TN,11,584,0
1992,TN,11,515,0
1993,TN,11,565,0
1994,TN,11,373,5
1995,TN,11,662,0
1996,TN,11,614,0
1997,TN,11,631,0
1998,TN,11,428,1
1999,TN,11,372,5
2000,TN,11,541,0
2001,TN,11,367,5
2002,TN,11,587,0
2003,TN,11,372,4
2004,TN,11,365,5
2005,TN,11,437,1
2006,TN,11,498,0
2007,TN,11,502,0
2008,TN,11,592,0
2009,TN,11,432,1
2010,TN,11,456,0
2011,TN,11,422,1
2012,TN,11,575,0
2013,TN,11,605,0
2014,TN,11,679,0
2015,TN,11,354,6
2016,TN,11,375,5
2017,TN,11,454,0
2018,TN,11,613,0
1989,TX,11,204,49
1990,TX,11,176,59
1991,TX,11,354,12
1992,TX,11,331,15
1993,TX,11,363,12
1994,TX,11,182,72
1995,TX,11,244,31
1996,TX,11,232,45
1997,TX,11,323,16
1998,TX,11,177,62
1999,TX,11,156,63
2000,TX,11,336,19
2001,TX,11,168,61
2002,TX,11,302,19
2003,TX,11,176,64
2004,TX,11,216,49
2005,TX,11,167,65
2006,TX,11,195,52
2007,TX,11,189,53
2008,TX,11,209,46
2009,TX,11,201,41
2010,TX,11,213,42
2011,TX,11,205,50
2012,TX,11,180,55
2013,TX,11,309,19
2014,TX,11,341,13
2015,TX,11,194,58
2016,TX,11,123,97
2017,TX,11,141,83
2018,TX,11,330,15
1989,UT,11,850,0
1990,UT,11,878,0
1991,UT,11,946,0
1992,UT,11,1066,0
1993,UT,11,1048,0
1994,UT,11,1103,0
1995,UT,11,738,0
1996,UT,11,868,0
1997,UT,11,886,0
1998,UT,11,854,0
1999,UT,11,690,0
2000,UT,11,1117,0
2001,UT,11,818,0
2002,UT,11,935,0
2003,UT,11,1000,0
2004,UT,11,914,0
2005,UT,11,836,0
2006,UT,11,858,0
2007,UT,11,781,0
2008,UT,11,763,0
2009,UT,11,820,0
2010,UT,11,957,0
2011,UT,11,925,0
2012,UT,11,749,0
2013,UT,11,833,0
2014,UT,11,874,0
2015,UT,11,958,0
2016,UT,11,726,0
2017,UT,11,721,0
2018,UT,11,956,0
1989,VT,11,950,0
1990,VT,11,862,0
1991,VT,11,887,0
1992,VT,11,962,0
1993,VT,11,927,0
1994,VT,11,800,0
1995,VT,11,997,0
1996,VT,11,1023,0
1997,VT,11,977,0
1998,VT,11,866,0
1999,VT,11,746,0
2000,VT,11,892,0
2001,VT,11,778,0
2002,VT,11,958,0
2003,VT,11,832,0
2004,VT,11,885,0
2005,VT,11,822,0
2006,VT,11,718,0
2007,VT,11,954,0
2008,VT,11,893,0
2009,VT,11,752,0
2010,VT,11,880,0
2011,VT,11,734,0
2012,VT,11,933,0
2013,VT,11,980,0
2014,VT,11,933,0
2015,VT,11,756,0
2016,VT,11,832,0
2017,VT,11,934,0
2018,VT,11,1019,0
1989,VA,11,568,0
1990,VA,11,463,0
1991,VA,11,577,0
1992,VA,11,542,0
1993,VA,11,548,0
1994,VA,11,426,0
1995,VA,11,688,0
1996,VA,11,710,0
1997,VA,11,632,0
1998,VA,11,517,0
1999,VA,11,402,0
2000,VA,11,636,0
2001,VA,11,402,1
2002,VA,11,590,0
2003,VA,11,395,2
2004,VA,11,462,0
2005,VA,11,473,0
2006,VA,11,472,0
2007,VA,11,552,0
2008,VA,11,609,0
2009,VA,11,453,0
2010,VA,11,552,0
2011,VA,11,454,0
2012,VA,11,659,0
2013,VA,11,624,0
2014,VA,11,663,0
2015,VA,11,407,0
2016,VA,11,498,0
2017,VA,11,558,0
2018,VA,11,622,0
1989,WA,11,644,0
1990,WA,11,655,0
1991,WA,11,671,0
1992,WA,11,703,0
1993,WA,11,827,0
1994,WA,11,809,0
1995,WA,11,600,0
1996,WA,11,753,0
1997,WA,11,615,0
1998,WA,11,638,0
1999,WA,11,607,0
2000,WA,11,800,0
2001,WA,11,634,0
2002,WA,11,633,0
2003,WA,11,798,0
2004,WA,11,686,0
2005,WA,11,746,0
2006,WA,11,720,0
2007,WA,11,732,0
2008,WA,11,603,0
2009,WA,11,670,0
2010,WA,11,764,0
2011,WA,11,768,0
2012,WA,11,655,0
2013,WA,11,713,0
2014,WA,11,716,0
2015,WA,11,749,0
2016,WA,11,544,0
2017,WA,11,685,0
2018,WA,11,647,0
1989,WV,11,676,0
1990,WV,11,551,0
1991,WV,11,701,0
1992,WV,11,617,0
1993,WV,11,645,0
1994,WV,11,503,0
1995,WV,11,789,0
1996,WV,11,820,0
1997,WV,11,739,0
1998,WV,11,613,0
1999,WV,11,514,0
2000,WV,11,722,0
2001,WV,11,499,0
2002,WV,11,697,0
2003,WV,11,502,0
2004,WV,11,528,0
2005,WV,11,585,0
2006,WV,11,578,0
2007,WV,11,643,0
2008,WV,11,733,0
2009,WV,11,527,0
2010,WV,11,642,0
2011,WV,11,530,0
2012,WV,11,748,0
2013,WV,11,738,0
2014,WV,11,797,0
2015,WV,11,483,0
2016,WV,11,566,0
2017,WV,11,639,0
2018,WV,11,734,0
1989,WI,11,1020,0
1990,WI,11,772,0
1991,WI,11,1072,0
1992,WI,11,969,0
1993,WI,11,956,0
1994,WI,11,797,0
1995,WI,11,1147,0
1996,WI,11,1114,0
1997,WI,11,988,0
1998,WI,11,764,0
1999,WI,11,702,0
2000,WI,11,924,0
2001,WI,11,604,0
2002,WI,11,937,0
2003,WI,11,872,0
2004,WI,11,780,0
2005,WI,11,845,0
2006,WI,11,789,0
2007,WI,11,906,0
2008,WI,11,892,0
2009,WI,11,701,0
2010,WI,11,830,0
2011,WI,11,788,0
2012,WI,11,865,0
2013,WI,11,959,0
2014,WI,11,1109,0
2015,WI,11,715,0
2016,WI,11,653,0
2017,WI,11,929,0
2018,WI,11,1056,0
1989,WY,11,952,0
1990,WY,11,944,0
1991,WY,11,1142,0
1992,WY,11,1155,0
1993,WY,11,1211,0
1994,WY,11,1124,0
1995,WY,11,934,0
1996,WY,11,1052,0
1997,WY,11,1066,0
1998,WY,11,924,0
1999,WY,11,756,0
2000,WY,11,1333,0
2001,WY,11,896,0
2002,WY,11,1038,0
2003,WY,11,1169,0
2004,WY,11,1001,0
2005,WY,11,929,0
2006,WY,11,977,0
2007,WY,11,933,0
2008,WY,11,867,0
2009,WY,11,903,0
2010,WY,11,1068,0
2011,WY,11,1049,0
2012,WY,11,868,0
2013,WY,11,986,0
2014,WY,11,1109,0
2015,WY,11,1047,0
2016,WY,11,809,0
2017,WY,11,875,0
2018,WY,11,1072,0
1989,DC,11,610,0
1990,DC,11,496,0
1991,DC,11,588,0
1992,DC,11,579,0
1993,DC,11,589,0
1994,DC,11,451,0
1995,DC,11,731,0
1996,DC,11,743,0
1997,DC,11,661,0
1998,DC,11,543,0
1999,DC,11,431,0
2000,DC,11,642,0
2001,DC,11,427,0
2002,DC,11,613,0
2003,DC,11,431,0
2004,DC,11,499,0
2005,DC,11,500,0
2006,DC,11,480,0
2007,DC,11,582,0
2008,DC,11,610,0
2009,DC,11,466,0
2010,DC,11,562,0
2011,DC,11,465,0
2012,DC,11,671,0
2013,DC,11,655,0
2014,DC,11,670,0
2015,DC,11,432,0
2016,DC,11,519,0
2017,DC,11,583,0
2018,DC,11,661,0
1989,AL,12,860,0
1990,AL,12,480,11
1991,AL,12,502,8
1992,AL,12,587,4
1993,AL,12,636,1
1994,AL,12,499,9
1995,AL,12,659,1
1996,AL,12,521,5
1997,AL,12,656,1
1998,AL,12,464,12
1999,AL,12,580,3
2000,AL,12,829,0
2001,AL,12,482,9
2002,AL,12,640,2
2003,AL,12,670,1
2004,AL,12,640,1
2005,AL,12,700,1
2006,AL,12,517,7
2007,AL,12,450,13
2008,AL,12,518,8
2009,AL,12,651,1
2010,AL,12,788,0
2011,AL,12,514,6
2012,AL,12,465,11
2013,AL,12,564,4
2014,AL,12,500,8
2015,AL,12,308,36
2016,AL,12,504,9
2017,AL,12,589,3
2018,AL,12,526,6
1989,AZ,12,486,0
1990,AZ,12,589,0
1991,AZ,12,469,0
1992,AZ,12,566,0
1993,AZ,12,494,0
1994,AZ,12,461,0
1995,AZ,12,415,0
1996,AZ,12,438,0
1997,AZ,12,570,0
1998,AZ,12,479,0
1999,AZ,12,491,0
2000,AZ,12,433,0
2001,AZ,12,561,0
2002,AZ,12,520,0
2003,AZ,12,467,0
2004,AZ,12,480,0
2005,AZ,12,440,0
2006,AZ,12,517,0
2007,AZ,12,565,0
2008,AZ,12,477,0
2009,AZ,12,557,0
2010,AZ,12,363,0
2011,AZ,12,567,0
2012,AZ,12,473,0
2013,AZ,12,493,0
2014,AZ,12,436,0
2015,AZ,12,537,0
2016,AZ,12,408,0
2017,AZ,12,357,4
2018,AZ,12,475,0
1989,AR,12,1007,0
1990,AR,12,746,0
1991,AR,12,635,0
1992,AR,12,732,0
1993,AR,12,713,0
1994,AR,12,653,0
1995,AR,12,775,0
1996,AR,12,655,1
1997,AR,12,780,0
1998,AR,12,672,0
1999,AR,12,661,0
2000,AR,12,1058,0
2001,AR,12,634,0
2002,AR,12,708,0
2003,AR,12,712,0
2004,AR,12,738,0
2005,AR,12,788,0
2006,AR,12,636,0
2007,AR,12,677,0
2008,AR,12,764,0
2009,AR,12,853,0
2010,AR,12,824,0
2011,AR,12,682,0
2012,AR,12,593,1
2013,AR,12,793,0
2014,AR,12,677,0
2015,AR,12,493,7
2016,AR,12,723,0
2017,AR,12,717,0
2018,AR,12,665,0
1989,CA,12,492,0
1990,CA,12,656,0
1991,CA,12,524,0
1992,CA,12,624,0
1993,CA,12,541,0
1994,CA,12,577,0
1995,CA,12,462,0
1996,CA,12,479,0
1997,CA,12,565,0
1998,CA,12,581,0
1999,CA,12,478,0
2000,CA,12,442,0
2001,CA,12,566,0
2002,CA,12,536,0
2003,CA,12,532,0
2004,CA,12,511,0
2005,CA,12,455,0
2006,CA,12,520,0
2007,CA,12,604,0
2008,CA,12,581,0
2009,CA,12,576,0
2010,CA,12,481,0
2011,CA,12,573,0
2012,CA,12,558,0
2013,CA,12,497,0
2014,CA,12,444,0
2015,CA,12,567,0
2016,CA,12,524,0
2017,CA,12,398,3
2018,CA,12,493,0
1989,CO,12,1285,0
1990,CO,12,1363,0
1991,CO,12,1154,0
1992,CO,12,1320,0
1993,CO,12,1147,0
1994,CO,12,1061,0
1995,CO,12,1095,0
1996,CO,12,1135,0
1997,CO,12,1221,0
1998,CO,12,1192,0
1999,CO,12,1103,0
2000,CO,12,1224,0
2001,CO,12,1152,0
2002,CO,12,1119,0
2003,CO,12,1104,0
2004,CO,12,1106,0
2005,CO,12,1206,0
2006,CO,12,1172,0
2007,CO,12,1318,0
2008,CO,12,1239,0
2009,CO,12,1377,0
2010,CO,12,1048,0
2011,CO,12,1249,0
2012,CO,12,1183,0
2013,CO,12,1245,0
2014,CO,12,1153,0
2015,CO,12,1205,0
2016,CO,12,1244,0
2017,CO,12,1081,0
2018,CO,12,1169,0
1989,CT,12,1427,0
1990,CT,12,866,0
1991,CT,12,962,0
1992,CT,12,1030,0
1993,CT,12,1048,0
1994,CT,12,902,0
1995,CT,12,1181,0
1996,CT,12,877,0
1997,CT,12,998,0
1998,CT,12,860,0
1999,CT,12,941,0
2000,CT,12,1178,0
2001,CT,12,837,0
2002,CT,12,1068,0
2003,CT,12,986,0
2004,CT,12,1030,0
2005,CT,12,1099,0
2006,CT,12,816,0
2007,CT,12,1056,0
2008,CT,12,991,0
2009,CT,12,1058,0
2010,CT,12,1118,0
2011,CT,12,845,0
2012,CT,12,877,0
2013,CT,12,1026,0
2014,CT,12,896,0
2015,CT,12,643,0
2016,CT,12,974,0
2017,CT,12,1094,0
2018,CT,12,940,0
1989,DE,12,1244,0
1990,DE,12,724,0
1991,DE,12,780,0
1992,DE,12,838,0
1993,DE,12,914,0
1994,DE,12,739,0
1995,DE,12,1015,0
1996,DE,12,762,0
1997,DE,12,826,0
1998,DE,12,730,0
1999,DE,12,781,0
2000,DE,12,1064,0
2001,DE,12,664,0
2002,DE,12,925,0
2003,DE,12,866,0
2004,DE,12,828,0
2005,DE,12,936,0
2006,DE,12,673,0
2007,DE,12,829,0
2008,DE,12,782,0
2009,DE,12,890,0
2010,DE,12,1035,0
2011,DE,12,691,0
2012,DE,12,675,0
2013,DE,12,800,0
2014,DE,12,761,0
2015,DE,12,467,10
2016,DE,12,817,0
2017,DE,12,914,0
2018,DE,12,772,0
1989,FL,12,306,31
1990,FL,12,108,132
1991,FL,12,120,122
1992,FL,12,146,100
1993,FL,12,229,55
1994,FL,12,125,121
1995,FL,12,205,60
1996,FL,12,156,91
1997,FL,12,174,82
1998,FL,12,88,156
1999,FL,12,171,86
2000,FL,12,210,68
2001,FL,12,94,152
2002,FL,12,204,69
2003,FL,12,228,51
2004,FL,12,193,68
2005,FL,12,210,64
2006,FL,12,90,167
2007,FL,12,90,157
2008,FL,12,127,109
2009,FL,12,144,110
2010,FL,12,390,11
2011,FL,12,110,136
2012,FL,12,124,114
2013,FL,12,86,177
2014,FL,12,128,108
2015,FL,12,41,261
2016,FL,12,73,196
2017,FL,12,127,115
2018,FL,12,127,118
1989,GA,12,842,0
1990,GA,12,508,7
1991,GA,12,520,6
1992,GA,12,639,2
1993,GA,12,670,1
1994,GA,12,520,5
1995,GA,12,689,1
1996,GA,12,569,3
1997,GA,12,636,2
1998,GA,12,462,9
1999,GA,12,599,2
2000,GA,12,849,0
2001,GA,12,463,9
2002,GA,12,665,1
2003,GA,12,701,0
2004,GA,12,639,1
2005,GA,12,708,1
2006,GA,12,491,7
2007,GA,12,465,9
2008,GA,12,513,7
2009,GA,12,675,1
2010,GA,12,851,0
2011,GA,12,505,6
2012,GA,12,480,7
2013,GA,12,540,7
2014,GA,12,505,6
2015,GA,12,307,36
2016,GA,12,519,8
2017,GA,12,578,3
2018,GA,12,551,5
1989,ID,12,1146,0
1990,ID,12,1496,0
1991,ID,12,1132,0
1992,ID,12,1301,0
1993,ID,12,1142,0
1994,ID,12,1191,0
1995,ID,12,1101,0
1996,ID,12,1124,0
1997,ID,12,1198,0
1998,ID,12,1224,0
1999,ID,12,1145,0
2000,ID,12,1199,0
2001,ID,12,1236,0
2002,ID,12,1025,0
2003,ID,12,1045,0
2004,ID,12,1053,0
2005,ID,12,1251,0
2006,ID,12,1161,0
2007,ID,12,1191,0
2008,ID,12,1235,0
2009,ID,12,1323,0
2010,ID,12,1110,0
2011,ID,12,1180,0
2012,ID,12,1104,0
2013,ID,12,1313,0
2014,ID,12,1017,0
2015,ID,12,1176,0
2016,ID,12,1358,0
2017,ID,12,1185,0
2018,ID,12,1166,0
1989,IL,12,1514,0
1990,IL,12,1131,0
1991,IL,12,1058,0
1992,IL,12,1128,0
1993,IL,12,1113,0
1994,IL,12,968,0
1995,IL,12,1210,0
1996,IL,12,1159,0
1997,IL,12,1063,0
1998,IL,12,960,0
1999,IL,12,1091,0
2000,IL,12,1528,0
2001,IL,12,962,0
2002,IL,12,1082,0
2003,IL,12,1024,0
2004,IL,12,1120,0
2005,IL,12,1297,0
2006,IL,12,986,0
2007,IL,12,1168,0
2008,IL,12,1298,0
2009,IL,12,1179,0
2010,IL,12,1354,0
2011,IL,12,953,0
2012,IL,12,925,0
2013,IL,12,1295,0
2014,IL,12,1015,0
2015,IL,12,794,1
2016,IL,12,1208,0
2017,IL,12,1175,0
2018,IL,12,1011,0
1989,IN,12,1464,0
1990,IN,12,991,0
1991,IN,12,961,0
1992,IN,12,1035,0
1993,IN,12,1059,0
1994,IN,12,879,0
1995,IN,12,1188,0
1996,IN,12,1007,0
1997,IN,12,1002,0
1998,IN,12,898,0
1999,IN,12,1006,0
2000,IN,12,1437,0
2001,IN,12,884,0
