Year,State,Month,Heating_deg_days,Cooling_deg_days
2003,NC,3,392,14
2004,NC,3,412,11
2005,NC,3,545,3
2006,NC,3,464,7
2007,NC,3,351,18
2008,NC,3,442,9
2009,NC,3,488,5
2010,NC,3,479,7
2011,NC,3,450,8
2012,NC,3,234,48
2013,NC,3,645,0
2014,NC,3,605,0
2015,NC,3,444,9
2016,NC,3,291,31
2017,NC,3,459,8
2018,NC,3,573,1
2019,NC,3,505,4
1989,ND,3,1398,0
1990,ND,3,1038,0
1991,ND,3,1093,0
1992,ND,3,997,0
1993,ND,3,1167,0
1994,ND,3,1073,0
1995,ND,3,1247,0
1996,ND,3,1488,0
1997,ND,3,1343,0
1998,ND,3,1320,0
1999,ND,3,1062,0
2000,ND,3,928,0
2001,ND,3,1192,0
2002,ND,3,1501,0
2003,ND,3,1312,0
2004,ND,3,1093,0
2005,ND,3,1139,0
2006,ND,3,1174,0
2007,ND,3,1028,0
2008,ND,3,1221,0
2009,ND,3,1403,0
2010,ND,3,1028,0
2011,ND,3,1427,0
2012,ND,3,776,10
2013,ND,3,1490,0
2014,ND,3,1331,0
2015,ND,3,1005,0
2016,ND,3,896,0
2017,ND,3,1174,0
2018,ND,3,1252,0
2019,ND,3,1357,0
1989,OH,3,776,0
1990,OH,3,673,2
1991,OH,3,715,0
1992,OH,3,826,0
1993,OH,3,915,0
1994,OH,3,855,0
1995,OH,3,737,0
1996,OH,3,988,0
1997,OH,3,746,0
1998,OH,3,731,0
1999,OH,3,930,0
2000,OH,3,635,3
2001,OH,3,902,0
2002,OH,3,810,0
2003,OH,3,758,0
2004,OH,3,707,0
2005,OH,3,932,0
2006,OH,3,822,0
2007,OH,3,672,2
2008,OH,3,893,0
2009,OH,3,720,1
2010,OH,3,717,0
2011,OH,3,806,0
2012,OH,3,429,21
2013,OH,3,944,0
2014,OH,3,989,0
2015,OH,3,917,0
2016,OH,3,589,5
2017,OH,3,774,0
2018,OH,3,904,0
2019,OH,3,884,0
1989,OK,3,476,10
1990,OK,3,444,12
1991,OK,3,387,19
1992,OK,3,389,18
1993,OK,3,548,4
1994,OK,3,410,16
1995,OK,3,464,11
1996,OK,3,618,0
1997,OK,3,416,15
1998,OK,3,568,2
1999,OK,3,506,8
2000,OK,3,383,20
2001,OK,3,569,1
2002,OK,3,562,4
2003,OK,3,481,10
2004,OK,3,337,27
2005,OK,3,455,11
2006,OK,3,368,22
2007,OK,3,240,57
2008,OK,3,444,12
2009,OK,3,400,18
2010,OK,3,494,9
2011,OK,3,403,17
2012,OK,3,215,70
2013,OK,3,549,5
2014,OK,3,581,1
2015,OK,3,444,13
2016,OK,3,337,27
2017,OK,3,303,35
2018,OK,3,394,18
2019,OK,3,536,6
1989,OR,3,701,0
1990,OR,3,602,0
1991,OR,3,732,0
1992,OR,3,498,0
1993,OR,3,594,0
1994,OR,3,576,0
1995,OR,3,658,0
1996,OR,3,625,0
1997,OR,3,654,0
1998,OR,3,633,0
1999,OR,3,734,0
2000,OR,3,706,0
2001,OR,3,625,0
2002,OR,3,740,0
2003,OR,3,611,0
2004,OR,3,538,0
2005,OR,3,561,0
2006,OR,3,736,0
2007,OR,3,565,0
2008,OR,3,751,0
2009,OR,3,757,0
2010,OR,3,652,0
2011,OR,3,706,0
2012,OR,3,746,0
2013,OR,3,622,0
2014,OR,3,592,0
2015,OR,3,481,0
2016,OR,3,612,0
2017,OR,3,639,0
2018,OR,3,696,0
2019,OR,3,682,0
1989,PA,3,835,0
1990,PA,3,718,0
1991,PA,3,744,0
1992,PA,3,892,0
1993,PA,3,945,0
1994,PA,3,912,0
1995,PA,3,732,0
1996,PA,3,967,0
1997,PA,3,793,0
1998,PA,3,738,0
1999,PA,3,885,0
2000,PA,3,648,0
2001,PA,3,919,0
2002,PA,3,769,0
2003,PA,3,802,0
2004,PA,3,740,0
2005,PA,3,949,0
2006,PA,3,796,0
2007,PA,3,801,0
2008,PA,3,825,0
2009,PA,3,784,0
2010,PA,3,656,0
2011,PA,3,822,0
2012,PA,3,509,5
2013,PA,3,905,0
2014,PA,3,1008,0
2015,PA,3,975,0
2016,PA,3,618,0
2017,PA,3,864,0
2018,PA,3,928,0
2019,PA,3,875,0
1989,RI,3,890,0
1990,RI,3,815,0
1991,RI,3,781,0
1992,RI,3,946,0
1993,RI,3,955,0
1994,RI,3,874,0
1995,RI,3,791,0
1996,RI,3,955,0
1997,RI,3,877,0
1998,RI,3,778,0
1999,RI,3,812,0
2000,RI,3,704,0
2001,RI,3,921,0
2002,RI,3,797,0
2003,RI,3,874,0
2004,RI,3,840,0
2005,RI,3,983,0
2006,RI,3,859,0
2007,RI,3,877,0
2008,RI,3,840,0
2009,RI,3,862,0
2010,RI,3,663,0
2011,RI,3,837,0
2012,RI,3,605,0
2013,RI,3,865,0
2014,RI,3,1001,0
2015,RI,3,1029,0
2016,RI,3,685,0
2017,RI,3,958,0
2018,RI,3,859,0
2019,RI,3,908,0
1989,SC,3,323,21
1990,SC,3,266,34
1991,SC,3,295,27
1992,SC,3,382,13
1993,SC,3,450,7
1994,SC,3,291,30
1995,SC,3,290,28
1996,SC,3,474,5
1997,SC,3,206,60
1998,SC,3,401,11
1999,SC,3,440,7
2000,SC,3,263,35
2001,SC,3,413,11
2002,SC,3,315,25
2003,SC,3,285,30
2004,SC,3,279,30
2005,SC,3,408,11
2006,SC,3,349,18
2007,SC,3,246,40
2008,SC,3,346,18
2009,SC,3,359,17
2010,SC,3,412,10
2011,SC,3,316,24
2012,SC,3,152,92
2013,SC,3,523,2
2014,SC,3,474,5
2015,SC,3,299,26
2016,SC,3,206,59
2017,SC,3,322,22
2018,SC,3,420,10
2019,SC,3,367,16
1989,SD,3,1128,0
1990,SD,3,894,0
1991,SD,3,898,0
1992,SD,3,841,0
1993,SD,3,1044,0
1994,SD,3,892,0
1995,SD,3,1022,0
1996,SD,3,1233,0
1997,SD,3,1017,0
1998,SD,3,1170,0
1999,SD,3,895,0
2000,SD,3,788,4
2001,SD,3,1127,0
2002,SD,3,1302,0
2003,SD,3,1000,0
2004,SD,3,814,0
2005,SD,3,944,0
2006,SD,3,992,0
2007,SD,3,781,1
2008,SD,3,1038,0
2009,SD,3,1037,0
2010,SD,3,872,0
2011,SD,3,1121,0
2012,SD,3,558,19
2013,SD,3,1156,0
2014,SD,3,1100,0
2015,SD,3,826,1
2016,SD,3,781,1
2017,SD,3,912,0
2018,SD,3,1038,0
2019,SD,3,1152,0
1989,TN,3,443,14
1990,TN,3,437,15
1991,TN,3,453,14
1992,TN,3,525,8
1993,TN,3,617,2
1994,TN,3,525,7
1995,TN,3,427,17
1996,TN,3,664,0
1997,TN,3,394,20
1998,TN,3,522,7
1999,TN,3,625,2
2000,TN,3,406,19
2001,TN,3,630,1
2002,TN,3,522,9
2003,TN,3,437,14
2004,TN,3,402,19
2005,TN,3,560,5
2006,TN,3,486,11
2007,TN,3,306,41
2008,TN,3,511,9
2009,TN,3,466,13
2010,TN,3,555,6
2011,TN,3,458,13
2012,TN,3,229,70
2013,TN,3,691,0
2014,TN,3,618,0
2015,TN,3,505,10
2016,TN,3,368,24
2017,TN,3,446,15
2018,TN,3,527,8
2019,TN,3,555,5
1989,TX,3,237,45
1990,TX,3,218,58
1991,TX,3,185,76
1992,TX,3,191,68
1993,TX,3,261,42
1994,TX,3,210,56
1995,TX,3,244,45
1996,TX,3,336,20
1997,TX,3,180,78
1998,TX,3,276,38
1999,TX,3,223,62
2000,TX,3,146,109
2001,TX,3,335,22
2002,TX,3,268,42
2003,TX,3,240,44
2004,TX,3,138,105
2005,TX,3,238,50
2006,TX,3,147,103
2007,TX,3,133,108
2008,TX,3,204,64
2009,TX,3,186,69
2010,TX,3,288,30
2011,TX,3,146,101
2012,TX,3,112,130
2013,TX,3,247,45
2014,TX,3,300,28
2015,TX,3,250,40
2016,TX,3,149,98
2017,TX,3,112,131
2018,TX,3,142,107
2019,TX,3,253,46
1989,UT,3,781,0
1990,UT,3,799,0
1991,UT,3,943,0
1992,UT,3,746,0
1993,UT,3,847,0
1994,UT,3,772,0
1995,UT,3,866,0
1996,UT,3,851,0
1997,UT,3,811,1
1998,UT,3,914,0
1999,UT,3,800,0
2000,UT,3,880,0
2001,UT,3,797,0
2002,UT,3,990,0
2003,UT,3,833,0
2004,UT,3,692,1
2005,UT,3,885,0
2006,UT,3,946,0
2007,UT,3,741,1
2008,UT,3,967,0
2009,UT,3,888,0
2010,UT,3,885,0
2011,UT,3,878,0
2012,UT,3,741,0
2013,UT,3,829,0
2014,UT,3,805,0
2015,UT,3,678,1
2016,UT,3,775,0
2017,UT,3,675,0
2018,UT,3,872,0
2019,UT,3,907,0
1989,VT,3,1178,0
1990,VT,3,1053,0
1991,VT,3,1027,0
1992,VT,3,1248,0
1993,VT,3,1219,0
1994,VT,3,1155,0
1995,VT,3,995,0
1996,VT,3,1198,0
1997,VT,3,1221,0
1998,VT,3,1025,0
1999,VT,3,1101,0
2000,VT,3,939,0
2001,VT,3,1207,0
2002,VT,3,1065,0
2003,VT,3,1127,0
2004,VT,3,1014,0
2005,VT,3,1216,0
2006,VT,3,1095,0
2007,VT,3,1191,0
2008,VT,3,1185,0
2009,VT,3,1071,0
2010,VT,3,888,0
2011,VT,3,1139,0
2012,VT,3,788,0
2013,VT,3,1083,0
2014,VT,3,1400,0
2015,VT,3,1295,0
2016,VT,3,942,0
2017,VT,3,1254,0
2018,VT,3,1125,0
2019,VT,3,1179,0
1989,VA,3,616,0
1990,VA,3,492,5
1991,VA,3,545,3
1992,VA,3,650,0
1993,VA,3,733,0
1994,VA,3,621,0
1995,VA,3,539,3
1996,VA,3,757,0
1997,VA,3,540,4
1998,VA,3,595,0
1999,VA,3,694,0
2000,VA,3,480,7
2001,VA,3,707,0
2002,VA,3,570,2
2003,VA,3,545,4
2004,VA,3,540,3
2005,VA,3,722,0
2006,VA,3,581,0
2007,VA,3,517,5
2008,VA,3,559,3
2009,VA,3,623,0
2010,VA,3,527,4
2011,VA,3,590,0
2012,VA,3,326,24
2013,VA,3,759,0
2014,VA,3,763,0
2015,VA,3,665,0
2016,VA,3,421,11
2017,VA,3,598,0
2018,VA,3,740,0
2019,VA,3,643,0
1989,WA,3,749,0
1990,WA,3,645,0
1991,WA,3,744,0
1992,WA,3,542,0
1993,WA,3,660,0
1994,WA,3,611,0
1995,WA,3,667,0
1996,WA,3,672,0
1997,WA,3,698,0
1998,WA,3,634,0
1999,WA,3,709,0
2000,WA,3,700,0
2001,WA,3,671,0
2002,WA,3,797,0
2003,WA,3,635,0
2004,WA,3,590,0
2005,WA,3,577,0
2006,WA,3,693,0
2007,WA,3,625,0
2008,WA,3,756,0
2009,WA,3,799,0
2010,WA,3,637,0
2011,WA,3,704,0
2012,WA,3,752,0
2013,WA,3,662,0
2014,WA,3,646,0
2015,WA,3,535,0
2016,WA,3,604,0
2017,WA,3,686,0
2018,WA,3,701,0
2019,WA,3,703,0
1989,WV,3,637,2
1990,WV,3,578,6
1991,WV,3,641,2
1992,WV,3,736,0
1993,WV,3,826,0
1994,WV,3,746,0
1995,WV,3,631,2
1996,WV,3,876,0
1997,WV,3,621,3
1998,WV,3,675,0
1999,WV,3,855,0
2000,WV,3,575,6
2001,WV,3,840,0
2002,WV,3,673,0
2003,WV,3,609,3
2004,WV,3,610,2
2005,WV,3,834,0
2006,WV,3,722,0
2007,WV,3,565,6
2008,WV,3,700,0
2009,WV,3,638,2
2010,WV,3,647,0
2011,WV,3,675,0
2012,WV,3,388,23
2013,WV,3,865,0
2014,WV,3,850,0
2015,WV,3,762,0
2016,WV,3,504,10
2017,WV,3,686,0
2018,WV,3,817,0
2019,WV,3,755,0
1989,WI,3,1147,0
1990,WI,3,914,0
1991,WI,3,947,0
1992,WI,3,1017,0
1993,WI,3,1094,0
1994,WI,3,997,0
1995,WI,3,955,0
1996,WI,3,1213,0
1997,WI,3,1033,0
1998,WI,3,975,0
1999,WI,3,984,0
2000,WI,3,767,0
2001,WI,3,1083,0
2002,WI,3,1144,0
2003,WI,3,1043,0
2004,WI,3,887,0
2005,WI,3,1101,0
2006,WI,3,983,0
2007,WI,3,880,0
2008,WI,3,1146,0
2009,WI,3,1013,0
2010,WI,3,840,0
2011,WI,3,1075,0
2012,WI,3,556,9
2013,WI,3,1208,0
2014,WI,3,1272,0
2015,WI,3,1029,0
2016,WI,3,833,0
2017,WI,3,1011,0
2018,WI,3,1031,0
2019,WI,3,1122,0
1989,WY,3,992,0
1990,WY,3,1014,0
1991,WY,3,997,0
1992,WY,3,861,0
1993,WY,3,1006,0
1994,WY,3,923,0
1995,WY,3,1018,0
1996,WY,3,1132,0
1997,WY,3,965,0
1998,WY,3,1111,0
1999,WY,3,921,0
2000,WY,3,951,0
2001,WY,3,991,0
2002,WY,3,1229,0
2003,WY,3,1001,0
2004,WY,3,862,0
2005,WY,3,981,0
2006,WY,3,1056,0
2007,WY,3,823,0
2008,WY,3,1097,0
2009,WY,3,1030,0
2010,WY,3,938,0
2011,WY,3,990,0
2012,WY,3,758,0
2013,WY,3,1023,0
2014,WY,3,991,0
2015,WY,3,826,0
2016,WY,3,922,0
2017,WY,3,797,0
2018,WY,3,986,0
2019,WY,3,1123,0
1989,DC,3,693,0
1990,DC,3,556,0
1991,DC,3,601,0
1992,DC,3,732,0
1993,DC,3,806,0
1994,DC,3,732,0
1995,DC,3,593,0
1996,DC,3,814,0
1997,DC,3,627,0
1998,DC,3,623,0
1999,DC,3,737,0
2000,DC,3,511,2
2001,DC,3,760,0
2002,DC,3,613,0
2003,DC,3,648,0
2004,DC,3,601,0
2005,DC,3,781,0
2006,DC,3,626,0
2007,DC,3,627,0
2008,DC,3,631,0
2009,DC,3,680,0
2010,DC,3,527,0
2011,DC,3,659,0
2012,DC,3,387,12
2013,DC,3,776,0
2014,DC,3,839,0
2015,DC,3,804,0
2016,DC,3,485,3
2017,DC,3,685,0
2018,DC,3,794,0
2019,DC,3,702,0
1989,AL,4,163,27
1990,AL,4,158,29
1991,AL,4,78,80
1992,AL,4,150,30
1993,AL,4,216,13
1994,AL,4,89,67
1995,AL,4,116,47
1996,AL,4,189,19
1997,AL,4,220,15
1998,AL,4,153,31
1999,AL,4,59,102
2000,AL,4,188,22
2001,AL,4,90,67
2002,AL,4,71,88
2003,AL,4,112,49
2004,AL,4,155,28
2005,AL,4,157,27
2006,AL,4,51,112
2007,AL,4,186,21
2008,AL,4,126,42
2009,AL,4,154,30
2010,AL,4,97,58
2011,AL,4,78,80
2012,AL,4,84,72
2013,AL,4,140,35
2014,AL,4,132,38
2015,AL,4,78,84
2016,AL,4,108,52
2017,AL,4,51,107
2018,AL,4,204,17
1989,AZ,4,45,219
1990,AZ,4,86,132
1991,AZ,4,156,70
1992,AZ,4,75,146
1993,AZ,4,105,110
1994,AZ,4,105,112
1995,AZ,4,170,64
1996,AZ,4,82,140
1997,AZ,4,134,92
1998,AZ,4,213,41
1999,AZ,4,197,46
2000,AZ,4,64,164
2001,AZ,4,122,93
2002,AZ,4,62,165
2003,AZ,4,152,71
2004,AZ,4,110,110
2005,AZ,4,123,94
2006,AZ,4,102,108
2007,AZ,4,96,119
2008,AZ,4,106,112
2009,AZ,4,127,93
2010,AZ,4,147,76
2011,AZ,4,89,133
2012,AZ,4,77,141
2013,AZ,4,90,129
2014,AZ,4,90,131
2015,AZ,4,105,112
2016,AZ,4,101,118
2017,AZ,4,80,144
2018,AZ,4,51,198
1989,AR,4,161,30
1990,AR,4,194,21
1991,AR,4,129,48
1992,AR,4,172,26
1993,AR,4,281,6
1994,AR,4,131,46
1995,AR,4,184,23
1996,AR,4,229,14
1997,AR,4,289,6
1998,AR,4,193,21
1999,AR,4,120,55
2000,AR,4,202,18
2001,AR,4,82,83
2002,AR,4,114,57
2003,AR,4,145,37
2004,AR,4,167,28
2005,AR,4,165,29
2006,AR,4,67,99
2007,AR,4,252,9
2008,AR,4,217,16
2009,AR,4,196,20
2010,AR,4,116,55
2011,AR,4,117,56
2012,AR,4,98,68
2013,AR,4,221,14
2014,AR,4,191,20
2015,AR,4,135,44
2016,AR,4,133,44
2017,AR,4,106,64
2018,AR,4,315,3
1989,CA,4,186,33
1990,CA,4,225,19
1991,CA,4,335,6
1992,CA,4,187,31
1993,CA,4,266,15
1994,CA,4,284,11
1995,CA,4,336,6
1996,CA,4,227,21
1997,CA,4,262,13
1998,CA,4,376,1
1999,CA,4,393,1
2000,CA,4,235,20
2001,CA,4,379,2
2002,CA,4,293,10
2003,CA,4,408,1
2004,CA,4,233,18
2005,CA,4,329,6
2006,CA,4,355,2
2007,CA,4,272,13
2008,CA,4,289,11
2009,CA,4,306,8
2010,CA,4,388,1
2011,CA,4,311,9
2012,CA,4,273,13
2013,CA,4,219,22
2014,CA,4,217,22
2015,CA,4,236,18
2016,CA,4,212,22
2017,CA,4,244,20
2018,CA,4,239,20
1989,CO,4,573,0
1990,CO,4,609,0
1991,CO,4,678,0
1992,CO,4,503,0
1993,CO,4,678,0
1994,CO,4,644,0
1995,CO,4,757,0
1996,CO,4,631,0
1997,CO,4,807,0
1998,CO,4,705,0
1999,CO,4,750,0
2000,CO,4,561,0
2001,CO,4,576,0
2002,CO,4,539,0
2003,CO,4,571,0
2004,CO,4,612,0
2005,CO,4,649,0
2006,CO,4,529,0
2007,CO,4,662,0
2008,CO,4,719,0
2009,CO,4,689,0
2010,CO,4,635,0
2011,CO,4,654,0
2012,CO,4,489,0
2013,CO,4,790,0
2014,CO,4,637,0
2015,CO,4,605,0
2016,CO,4,639,0
2017,CO,4,618,0
2018,CO,4,651,0
1989,CT,4,586,0
1990,CT,4,524,0
1991,CT,4,423,0
1992,CT,4,611,0
1993,CT,4,517,0
1994,CT,4,470,0
1995,CT,4,573,0
1996,CT,4,539,0
1997,CT,4,574,0
1998,CT,4,481,0
1999,CT,4,499,0
2000,CT,4,555,0
2001,CT,4,497,0
2002,CT,4,436,0
2003,CT,4,606,0
2004,CT,4,502,0
2005,CT,4,464,0
2006,CT,4,469,0
2007,CT,4,593,0
2008,CT,4,456,0
2009,CT,4,460,0
2010,CT,4,380,0
2011,CT,4,471,0
2012,CT,4,443,0
2013,CT,4,516,0
2014,CT,4,537,0
2015,CT,4,524,0
2016,CT,4,535,0
2017,CT,4,381,0
2018,CT,4,630,0
1989,DE,4,416,0
1990,DE,4,356,0
1991,DE,4,318,0
1992,DE,4,413,0
1993,DE,4,397,0
1994,DE,4,239,8
1995,DE,4,366,0
1996,DE,4,359,0
1997,DE,4,425,0
1998,DE,4,304,0
1999,DE,4,356,0
2000,DE,4,388,0
2001,DE,4,341,0
2002,DE,4,255,7
2003,DE,4,397,0
2004,DE,4,326,0
2005,DE,4,321,0
2006,DE,4,276,2
2007,DE,4,432,0
2008,DE,4,301,0
2009,DE,4,312,0
2010,DE,4,246,7
2011,DE,4,258,6
2012,DE,4,323,0
2013,DE,4,329,0
2014,DE,4,371,0
2015,DE,4,330,0
2016,DE,4,367,0
2017,DE,4,195,15
2018,DE,4,424,0
1989,FL,4,13,205
1990,FL,4,14,187
1991,FL,4,2,287
1992,FL,4,21,152
1993,FL,4,37,120
1994,FL,4,4,266
1995,FL,4,8,225
1996,FL,4,21,162
1997,FL,4,20,177
1998,FL,4,11,200
1999,FL,4,2,269
2000,FL,4,20,169
2001,FL,4,10,204
2002,FL,4,1,293
2003,FL,4,13,189
2004,FL,4,24,147
2005,FL,4,29,130
2006,FL,4,2,259
2007,FL,4,18,173
2008,FL,4,12,192
2009,FL,4,12,204
2010,FL,4,11,190
2011,FL,4,3,296
2012,FL,4,5,224
2013,FL,4,7,256
2014,FL,4,9,225
2015,FL,4,1,347
2016,FL,4,6,234
2017,FL,4,3,263
2018,FL,4,10,234
1989,GA,4,177,22
1990,GA,4,177,21
1991,GA,4,95,64
1992,GA,4,184,17
1993,GA,4,243,7
1994,GA,4,105,52
1995,GA,4,128,38
1996,GA,4,204,14
1997,GA,4,236,11
1998,GA,4,175,24
1999,GA,4,83,73
2000,GA,4,208,12
2001,GA,4,116,42
2002,GA,4,72,86
2003,GA,4,153,27
2004,GA,4,158,24
2005,GA,4,184,15
2006,GA,4,72,78
2007,GA,4,207,14
2008,GA,4,159,26
2009,GA,4,180,21
2010,GA,4,106,46
2011,GA,4,97,58
2012,GA,4,94,58
2013,GA,4,156,28
2014,GA,4,145,30
2015,GA,4,97,67
2016,GA,4,130,37
2017,GA,4,64,88
2018,GA,4,220,12
1989,ID,4,507,0
1990,ID,4,450,3
1991,ID,4,642,0
1992,ID,4,466,0
1993,ID,4,644,0
1994,ID,4,515,0
1995,ID,4,635,0
1996,ID,4,593,0
1997,ID,4,669,0
1998,ID,4,602,0
1999,ID,4,673,0
2000,ID,4,485,0
2001,ID,4,636,0
2002,ID,4,588,0
2003,ID,4,608,0
2004,ID,4,499,0
2005,ID,4,587,0
2006,ID,4,556,0
2007,ID,4,555,0
2008,ID,4,743,0
2009,ID,4,614,0
2010,ID,4,642,0
2011,ID,4,740,0
2012,ID,4,504,0
2013,ID,4,621,0
2014,ID,4,591,0
2015,ID,4,571,0
2016,ID,4,429,3
2017,ID,4,628,0
2018,ID,4,564,0
1989,IL,4,499,1
1990,IL,4,461,0
1991,IL,4,350,4
1992,IL,4,523,1
1993,IL,4,546,0
1994,IL,4,407,1
1995,IL,4,546,1
1996,IL,4,556,0
1997,IL,4,578,0
1998,IL,4,430,1
1999,IL,4,397,3
2000,IL,4,473,0
2001,IL,4,317,11
2002,IL,4,428,2
2003,IL,4,433,2
2004,IL,4,394,2
2005,IL,4,350,3
2006,IL,4,322,10
2007,IL,4,510,0
2008,IL,4,442,0
2009,IL,4,489,1
2010,IL,4,274,15
2011,IL,4,472,2
2012,IL,4,409,3
2013,IL,4,523,0
2014,IL,4,465,1
2015,IL,4,401,3
2016,IL,4,451,2
2017,IL,4,340,5
2018,IL,4,696,0
1989,IN,4,466,0
1990,IN,4,450,0
1991,IN,4,326,6
1992,IN,4,458,0
1993,IN,4,485,0
1994,IN,4,381,1
1995,IN,4,458,1
1996,IN,4,518,0
1997,IN,4,555,0
1998,IN,4,388,0
1999,IN,4,356,2
2000,IN,4,448,0
2001,IN,4,278,12
2002,IN,4,365,2
2003,IN,4,370,2
2004,IN,4,362,2
2005,IN,4,345,4
2006,IN,4,302,9
2007,IN,4,479,0
2008,IN,4,392,1
2009,IN,4,420,1
2010,IN,4,254,14
2011,IN,4,384,2
2012,IN,4,382,2
2013,IN,4,443,0
2014,IN,4,397,2
2015,IN,4,382,2
2016,IN,4,405,1
2017,IN,4,268,14
2018,IN,4,613,0
1989,IA,4,482,0
1990,IA,4,503,0
1991,IA,4,410,2
1992,IA,4,563,0
1993,IA,4,599,0
1994,IA,4,467,0
1995,IA,4,602,0
1996,IA,4,574,0
1997,IA,4,613,0
1998,IA,4,457,0
1999,IA,4,444,0
2000,IA,4,465,0
2001,IA,4,365,7
2002,IA,4,485,0
2003,IA,4,439,1
2004,IA,4,421,2
2005,IA,4,352,9
2006,IA,4,345,9
2007,IA,4,548,0
2008,IA,4,557,0
2009,IA,4,535,0
2010,IA,4,303,13
2011,IA,4,521,0
2012,IA,4,392,5
2013,IA,4,621,0
2014,IA,4,526,0
2015,IA,4,423,2
2016,IA,4,450,1
2017,IA,4,414,1
2018,IA,4,765,0
1989,KS,4,236,22
1990,KS,4,368,4
1991,KS,4,256,17
1992,KS,4,319,10
1993,KS,4,439,0
1994,KS,4,327,9
1995,KS,4,400,1
1996,KS,4,341,7
1997,KS,4,455,0
1998,KS,4,371,5
1999,KS,4,311,10
2000,KS,4,320,9
2001,KS,4,193,34
2002,KS,4,256,18
2003,KS,4,259,17
2004,KS,4,286,13
2005,KS,4,274,15
2006,KS,4,169,45
2007,KS,4,396,2
2008,KS,4,411,2
2009,KS,4,365,5
2010,KS,4,197,32
2011,KS,4,279,14
2012,KS,4,179,40
2013,KS,4,468,0
2014,KS,4,320,10
2015,KS,4,248,19
2016,KS,4,237,21
2017,KS,4,266,16
2018,KS,4,511,0
1989,KY,4,325,4
1990,KY,4,340,1
1991,KY,4,210,19
1992,KY,4,291,7
1993,KY,4,362,1
1994,KY,4,228,15
1995,KY,4,279,9
1996,KY,4,381,0
1997,KY,4,446,0
1998,KY,4,326,3
1999,KY,4,222,17
2000,KY,4,340,1
2001,KY,4,182,26
2002,KY,4,215,18
2003,KY,4,237,14
2004,KY,4,289,8
2005,KY,4,257,11
2006,KY,4,178,29
2007,KY,4,353,1
2008,KY,4,299,7
2009,KY,4,286,8
2010,KY,4,184,26
2011,KY,4,211,19
2012,KY,4,251,13
2013,KY,4,305,5
2014,KY,4,244,12
2015,KY,4,247,13
2016,KY,4,247,12
2017,KY,4,144,40
2018,KY,4,430,0
1989,LA,4,61,84
1990,LA,4,55,92
1991,LA,4,22,161
1992,LA,4,65,80
1993,LA,4,117,38
1994,LA,4,36,121
1995,LA,4,49,103
1996,LA,4,77,68
1997,LA,4,113,43
1998,LA,4,72,75
1999,LA,4,12,200
2000,LA,4,65,83
2001,LA,4,18,173
2002,LA,4,18,175
2003,LA,4,44,108
2004,LA,4,54,93
2005,LA,4,58,88
2006,LA,4,12,202
2007,LA,4,79,69
2008,LA,4,44,109
2009,LA,4,56,93
2010,LA,4,35,123
2011,LA,4,14,187
2012,LA,4,20,163
2013,LA,4,68,78
2014,LA,4,56,92
2015,LA,4,17,189
2016,LA,4,29,139
2017,LA,4,20,164
2018,LA,4,100,50
1989,ME,4,788,0
1990,ME,4,687,0
1991,ME,4,653,0
1992,ME,4,785,0
1993,ME,4,705,0
1994,ME,4,710,0
1995,ME,4,793,0
1996,ME,4,712,0
1997,ME,4,774,0
1998,ME,4,638,0
1999,ME,4,654,0
2000,ME,4,709,0
2001,ME,4,736,0
2002,ME,4,680,0
2003,ME,4,803,0
2004,ME,4,701,0
2005,ME,4,654,0
2006,ME,4,623,0
2007,ME,4,768,0
2008,ME,4,643,0
2009,ME,4,625,0
2010,ME,4,541,0
2011,ME,4,689,0
2012,ME,4,613,0
2013,ME,4,702,0
2014,ME,4,714,0
2015,ME,4,741,0
2016,ME,4,738,0
2017,ME,4,621,0
2018,ME,4,767,0
1989,MD,4,405,0
1990,MD,4,340,0
1991,MD,4,299,2
1992,MD,4,380,0
1993,MD,4,387,0
1994,MD,4,215,13
1995,MD,4,366,0
1996,MD,4,339,0
1997,MD,4,427,0
1998,MD,4,294,3
1999,MD,4,343,0
2000,MD,4,363,0
2001,MD,4,310,2
2002,MD,4,254,8
2003,MD,4,369,0
2004,MD,4,314,2
2005,MD,4,299,2
2006,MD,4,256,8
2007,MD,4,414,0
2008,MD,4,283,3
2009,MD,4,304,2
2010,MD,4,227,11
2011,MD,4,251,8
2012,MD,4,320,2
2013,MD,4,312,2
2014,MD,4,363,0
2015,MD,4,321,0
2016,MD,4,351,0
2017,MD,4,179,20
2018,MD,4,425,0
1989,MA,4,644,0
1990,MA,4,573,0
1991,MA,4,479,0
1992,MA,4,651,0
1993,MA,4,566,0
1994,MA,4,508,0
1995,MA,4,626,0
1996,MA,4,575,0
1997,MA,4,628,0
1998,MA,4,523,0
1999,MA,4,538,0
2000,MA,4,579,0
2001,MA,4,560,0
2002,MA,4,481,0
2003,MA,4,655,0
2004,MA,4,531,0
2005,MA,4,501,0
2006,MA,4,507,0
2007,MA,4,638,0
2008,MA,4,510,0
2009,MA,4,488,0
2010,MA,4,420,0
2011,MA,4,506,0
2012,MA,4,464,0
2013,MA,4,544,0
2014,MA,4,559,0
2015,MA,4,566,0
2016,MA,4,588,0
2017,MA,4,432,0
2018,MA,4,654,0
1989,MI,4,654,0
1990,MI,4,533,0
1991,MI,4,469,0
1992,MI,4,659,0
1993,MI,4,634,0
1994,MI,4,534,0
1995,MI,4,690,0
1996,MI,4,684,0
